comment ,pick,state
"""return to normal"" is misguided, selfish and dangerous thought as a pandemic rips through our communities. We are living in a time of climate crisis also. All bills come due. Change your life.",Reader Picks,NY
"why did they not want the WHO tests?Did the pres want to profit from a company of his choice, so he didnt accept available tests? thats totally unexcusable and we should over ride him and get the tests!. It makes no sense, as if we went back to work we should at least be tested daily before entering the work place so everybody there is virus free,,,then they can achieve some work normalcy! . w/o the tests its too risky...the infection could just get out of hand..",Reader Picks,CA
"So let?s walk through how this proposal would work. Our president, who many believe lacks any moral authority, integrity and legitimacy, issues an edict that everyone must shelter-in-place for 2 weeks. National Guard and Armed Forces are deployed to enforce the edict. Hundreds of people who have already been infected and recovered are recruited to participate in a clinical trial where they agree to be reinfected to evaluate their immunity so that everyone can go back to work convinced they are now immune. Really? Any theory is only as valid as its weakest link. As someone in a high risk category, purely by virtue of age, and also with a decimated 401k portfolio, I want a solution as much as anybody. I just don?t see how this one can work.",Reader Picks,Arizona
"Yet, another excellent analysis by Mr. Friedman. I did chuckle when he cited Dr. John P.A. Ioannidis for his warning that the current proposed 'cure' for the patient (humanity) could do more harm. In August of 2005, Dr. Ioannidis published an article in PLoS Medicine (Public Library of Science), entitled, ""Why Most Published Research Finding Are False"". He uses good logic and some higher math to explain that even top tier journals publish articles with inaccurate conclusions. I think many people forget that thousands of people still die from other diseases, opioid overdoses, car crashes, and gun violence every month. Keep up the good work, Thomas.",Reader Picks,Arizona
I have seen exactly no one advocating indefinite shut down. I have only seen people trying to keep the spike under our ability to provide treatment: try not to overwhelm the system so we don?t get a 10% fatality rate over the next month like Italy. In the meantime backstop wages for furloughed workers like Europe is moving to.,Reader Picks,DC
"It is beyond reason to go against what the professional health experts tell us to do and to think we have a better solution. Is a bout of illness that can lead to death to be ignored because we must work, work, work and earn, earn, earn or do we pay attention to our own bodies and minds that tell us to take care of ourselves no matter what. No one will die of a depressed economy, but they may well die of the viruses and bacterial that are winning the war against our immune systems. We can do without a lot of things, but we need health, from within and help from without.....food, shelter, care and education. Who pays? Each of us in our own way.....This economy is built on consumerism, materialism and profit.....extreme capatalism, which does not survive when people see how little they truly need and can provide for themselves or with a little help from their friends.",Reader Picks,NY
"While you may want to make that decision for yourself, this virus kills the young as well. Are you willing to make the same decision for younger Americans? I am not. You also should realize that the lack of hospital space impacts all of us. What about the younger people in the next car wreck? A lack of ventilators impacts them as well. Regardless of how you view your life, this virus will overwhelm the hospitals and first responders. We are in this mess because (1) corporate greed will not allow for universal healthcare; (2) an ignorant President refused to hear the sirens blaring the warnings for two months; and (3) corporate greed, which allowed a tax cut for companies and the wealthy, while forcing a large segment of the population to work non-salaried, lower-paying jobs, with few benefits and no sick leave.",Reader Picks,PA
"I appreciate Friedman's willingness to think apart from the herd. It is refreshing. That said, he'd garner more support from folks like me if he didn't reiterate proven lies like Trump treated the virus like a hoax at first. Really? So that's why he banned travel from China (to the condemnation of Friedman's side of the aisle at the time). Just stop with the never-ending ""Orange man bad"" nonsense and try to solve the problem.",Reader Picks,Washington
"Of course, just what we need now. Ayn Rand. Really? Geesh!",Reader Picks,
"I'm 79 years old living in a retirement community that has been indefinitely locked down since March 15. We can't go out to ANY business outside of our apartments or we will be in solitary confinement for 2 weeks. As it is we are in semi-solitary confinement. I would rather take my chances with Covid-19, and hope for a good recovery. If I die I die. I'm not willing to sacrifice the economy for my life, thank you all the same.",Reader Picks,OR
"By only isolating the least vulnerable for an additional two weeks, we are no longer ?flattening the curve?, and hence taking the risk of overwhelming our medical facilities. Even if only a small percentage of patients with coronavirus need hospitalization or ventilators, if this happens all at once that could create a sudden influx of critically ill patients. And the sooner this happens we are the least likely to have sufficient PPE for medical personnel. Or to have studies completed that could identify effective medical therapies that could shorten the course or lessen the severity of coronavirus infections.",Reader Picks,CA
"Two things are most urgent now in terms of shutting down the virus and opening up social and economic functioning. The first is this: determining with a much higher degree of accuracy what the fatality rate is for those who contract the disease. We just don't know. The best scientific estimates have been all over the map, from .025% (1/4 of 1%) to, in Wuhan based on early experience, to 3.4%. If the fatality rate is as high as .05% (one half of one percent), that's still much higher than the flu. The second is to do wider testing, for which we don't have the capacity at the moment. If we don't test a strong sample of the general population, how will we know if we are defeating the virus? If we don't know, how can we decide to loosen restrictions? In this regard, we are flying blind. We have restrictions with almost no source of information about the general population other than confirmed and usually dire cases. The third national emergency is to get ready, in case we fail, to ensure that hospitals and care facilities are not overwhelmed. Piece meal efforts won't get it. Nor will making more masks if they don't get to where they are needed. All hands on deck, every effort required. One report from S.Korea recently indicated that 99% of the cases are mild. If this were coupled with a lower rate of fatalities, the scope of what we face might be far lower.",Reader Picks,DC
"I am 78 years old. The worst that can happen to me is to accelerate the inevitable by a little while--no big deal. Give it a couple of weeks to put supplies on hospital shelves and follow Tom's advise. Seems to have that American pragmatic flavor. Thanks, Tom--good thinking.",Reader Picks,Michigan
"We should move forward as fast as possible with testing the population for many reasons and yes by using the data likely we can maximize health outcomes while at least keeping the economy on life support while doing so. We should move forward as fast as possible with manufacturing or acquiring all reasonably likely medical needs - sure there will be waste but in an actual war there always is lots of equipment that is acquired and sent to the front that actually is not used. Finally Johns Hopkins is doing great job on compiling data on infections and deaths worldwide As of a few minutes ago there have been 372,303 known cases worldwide and 16,381 deaths That calculates to a 4.4% mortality rate - which would be about 44 times that of regular influenza flu.",Reader Picks,NJ
"Dear Mr Friedmann - great article and good analysis by all. However there is one fundamental issue or concern that the herd immunity camp has not satisfactorily addressed. All numbers that I have been tracking all these days, if I look at the total number of deaths as a percentage of total confirmed cases continues to hover around 4 percent. Even if let?s say it drops to half that say 2 percent that would mean many millions of deaths in a country the size of the US alone just from one season of the virus. The herd immunity needs to do LOTS MORE to scientifically and mathematically sell the idea that if we take this route it will just be a very small increase over number or say flu deaths and not millions. Deaths in the millions from a single season is going to be a non starter. We need to demonstrate that will NOT HAPPEN if we let all healthy folks get back to work That I think is the challenging part of the argument. Otherwise I totally agree we are digging a deep economic hole as an overreaction Best regards",Reader Picks,NJ
"When I was at the Johnson School of Public Affairs, W.W. ""Walt"" Rostow, former White House National Security Advisor to presidents Eisenhower, Kennedy and Johnson, had written a campaign narrative for the DNC, ""Let's Get This Country Moving Again,"" which became, at a later point, the ""Great Society"" program. It is not regarded as terribly successful; even counter-productive in the further centralization of what are normally separated powers and functions, and of course, budgets. The current covid-19 program shares a similar pedigree, intellectually, but is at a stage of technology and science that could only be dreamed of in the early 1960s.",Reader Picks,IL 
"The late Scottish science fiction writer Iain M Banks set most of his science fiction novels in a shared setting called The Culture. It was a high tech utopia ruled by benevolent artificially intelligent machines called Minds. The Culture has the technology for instant teleportation across great distances, which they call ""displacement"" but use it rarely because each displacement has a one in several million chance of going wrong and killing the transportee. The Minds, which rule trillions of people, calculate that using displacement on a daily basis throughout The Culture would be tantamount to constantly murdering people in their millions. So the citizens of the Culture normally use safer, slower, forms of transportation despite the risk being so low and the benefits so high. Relevance? The Minds do use displacement for emergencies, low priority cargo, and military purposes. They are selective. But The Culture is an imaginary ideal, and we live in a clunky real world. Blanket solutions are probably all we can pull off.",Reader Picks,NY
"A ""solution"" based on perfectly implemented social distancing for 14 days is unrealistic and as a result completely misleading. Ioannidis' analysis is simlarly erroneous- it is overly focused on the mortality rate based on data with sufficient hospital resources, his analysis ignores the actual hospitalzation rate, and lack of resources available for the projected needs. This piece is not well-thought out and a disservice to public health. Friedman needs to go to a hospital and see what's actual going on. Telling the country that we're 14 days from getting back to normal is scarily ill-informed.",Reader Picks,MA
"?Income is one of the stronger predictors of health outcomes"" as though this is some immutable law of the universe. Pull your head out of the 20th century.",Reader Picks,
"Dr Katz' piece read like after-the-fact entitled whining to me. As several have noted, we missed the opportunity to handle this outbreak in an organized manner. I am dismayed to see Friedman ignoring the hospitalization rate of younger adults, right alongside Katz. I do not understand why the Times provides a platform to integrative medicine quackademics such as Katz.",Reader Picks,CA
"The current situation cannot stand. You cannot ruin the lives of hundreds of millions of Americans with an N-month shutdown. 1 or 2 weeks, ok, after that, people just need to live with the risk and get back to normal.",Reader Picks,CA
"I am a firm vote against this nonsense. Tom, this idea is dangerously half-baked, and I expect more from you, and more for the USA. We are a developed country: let us follow the example of the developed world ? not throw open our doors to sickness and death, for the sake of our economy. No thank you, we must do better.",Reader Picks,CT 
"Theoretically, antibodies to the virus should be detectable, but this sort of testing may be difficult to obtain. There is controversy as to whether immunity is always conferred, and some evidence from other corona viruses that it wears off..",Reader Picks,NH
"Of course vertical-interdiction instead of horizontal interdiction makes sense. (And I am over 60). But we need to get over the mindset in this country that everyone needs to sacrifice for the few, e.g. no peanuts may be served on a flight because a few passengers may be allergic. For people to do without nuts on a flight is a minor inconvenience. But for everyone to be out of work because a small percentage cannot afford to become infected is simply nuts.",Reader Picks,Florida
"No, a test for the COVID-29 specific antibodies has not yet been developed. For now, we cannot identify those who have already had it, and we also don't know if previous COVID-19 patients have immunity. Can these be people be infected again, be carriers (but not express symptoms themselves), or have immunity for a limited period of time. We need to give scientists the tools and time to answer these questions.",Reader Picks,MA
"You?re underestimating the economic damage that WW2 caused to both Europe and Japan - essentially the developed world, ex US. Those economies didn?t recover until the late 60s. A situation which by the way led to a golden post war age in America.",Reader Picks,NY
What's your hourly pay?,Reader Picks,Michigan
"No offense but the ""surgical"" approach amounts to putting young people at risk while old people get pampered yet again. I know you've checked your 401k this week. The young who survive get left with another trillion in debt. No thanks. You're barking up the wrong tree. I'm on strike.",Reader Picks,Utah
"Any recovery plan should address the fearful hoarding, of not just paper products, but also of basic food items, such as milk, bread and eggs, and other daily living necessities. In addition to depriving others of nutrition and hygiene, hoarders by creating scarcity drive price increases and gouging. Given that many small and medium businesses are on the brink of closing, and are laying off workers, there will be increased poverty and all the social ills associated with poverty. Hoarders magnify the problem, especially for the poor. It is sad to see how the fear and greed of some, makes life worse for so many others ... and sooner or later for all of us.",Reader Picks,CA
"I read Dr. John P.A. Ioannidis's piece. He more or less says that we should be willing to sacrifice those ""with shorter life expectancies"" for the younger and healthier among us. His tone, his conclusions, his general attitude are all cold, distant, even cruel-but yes, if adopted by others, would help the economy.",Reader Picks,MA
The fact that you tested negative at a point in time does not mean you won?t get in the following week,Reader Picks,NY
"Maybe what the country needs is some kind of infrastructure jobs corp where people can get back to work, but in such a way where some distance is maintained between individuals working and the public at large. Some of our national and state parks need upkeep and renewal. Working outdoors on campgrounds, trails, and picnic areas while being 6 feet apart from others working might be a start. Some of our highways need a lot of work, and some of that work can be done from and by heavy equipment operators and road crews working at a safe distance from one another - and while there are fewer vehicles on the roads. Outside building maintenance or upkeep on city, county and state facilities - power washing, window washing, landscaping - can be done without being in close proximity with others. But, please - let's not advocate cramming people back to work in restaurants, small retail spaces, or gymnasiums for a while, but instead help them find jobs that need being done, that the government needs to help pay for, and ones that will provide a financial resource as well as a mental health benefit for people.",Reader Picks,OR
"I stopped reading at ?1%?. Are you insane? Do you have the slightest idea how many people 1% is? Big picture: it is over 3 **million** Americans, not mention how our grand adventure in herd immunity would help the virus ricochet even further across the world. Small picture: we would all know at least a few people who would die, probably many of our parents and grandparents. We would in essence have chosen to sacrifice them, given how skewed the mortality rates are. Even if we are to look at this through a purely economic lens, losing 1% of the population is, in and of itself, an enormous economic shock. I normally like this author. This column, not so much.",Reader Picks,CA
"Couldn?t we also put laid off folks to work doing some of the jobs that might be necessary in the short and long term? A lot of service industry people have experience sanitizing restaurants etc., with training (I.e., donning and doffing PPE, how to safely use the necessary disinfectants, etc.) it may help in minimizing the spread. Just a thought.",Reader Picks,LA
"I also advocate isolation of the vulnerable and elderly, and letting the younger healthier people weather the storm to develop a herd immunity. Some may say that it would be a bit like throwing our youth to the covid wolves, but this current situation cannot go on until a vaccine is developed, and that can take a year. I live with an adult son, and I wouldn't consider this a sacrifice. He is a biolgy major and agrees with this scenario. There needs to be however, a way for either healthy individuals to leave a household easily, or the same with an elderly or compromised loved one. The two cannot mingle. Given the high cost of housing, maybe landlords can be subsidized and can cut the rate for temporary quarters until it gets better. Even a tax cut for providing this can be given. We should stay away from close cramped communal living for the younger ones for a while, as we don't want to force it too fast. But a reintroduction into the community may be the thing we need, while protecting the most vulnerable. This is all great if we are positive about how this will play out as far as immunity goes, Last I read it was still being researched. Also, extra care needs to be exercized if this is a possible solution. Once the virus is more active in the community at a higher level, it seems like the chances the vulnerable may face can increase for a while, if care is not duly taken.",Reader Picks,NY
"I think Mr. Friedman raises many good points. Are we cutting off our proverbial noses to spite ourselves. And are we reacting too broadly. However, I would offer an alternative view. I see a silver lining and and an extraordinary opportunity in this crisis and in our response - Can we use this to not just go back to business as usual. As a consequence of our mass shutdown, pollution has dropped, traffic has dropped, the Venice canals are clean and dolphins have returned. There is a glimpse of the vision we need to have to think about a post consumerist, post industrial and sustainable world. As Friedman says and as is always the case it is the poor and most economically vulnerable who are and will feel the terrible brunt of our world economy stopping, but the opportunity to create a new vision of how our economy works is upon us. Let us not waste this opportunity",Reader Picks,MA
"A banner idea. But banner ideas are not embraced or acted upon by any branch of government. America has become the richest third-world nation on earth and is destined to become just a garden variety third world nation. Other countries, whose populace are better educated and have therefore elected more thoughtful leaders, will take the lead. All it took was hatred and racism and a man named Trump to get us here.",Reader Picks,Georgia
"The solution proposed by Dr. Katz makes sense to me. What we are trying to do is kill the potential coronavirus-infected patient by other means - isolation, loss of job, loneliness, social cruelty, et cetera. No risk, no gain. If we shut the economy down and start depending on government handouts, how long will the euphoria last? For a very short period, I am afraid. For all the testing we have done so far, there has not been a single False Positive but many False Negatives. Risk and uncertainty can never be ruled out for even the simplest activities of life. So let's not turn our Brave New World into a Scary New World where everyone lives in fear and hate builds up for the Other - the elderly, the vulnerable, and most disappointingly, Asian-Americans, particularly Chinese-Americans. Surely we are better than that!",Reader Picks,CA
"?Income is one of the stronger predictors of health outcomes ? and of how long we live,?? Woolf said. ?Lost wages and job layoffs are leaving many workers without health insurance and forcing many families to forego health care and medications to pay for food, housing, and other basic needs. People of color and the poor, who have suffered for generations with higher death rates, will be hurt the most and probably helped the least. They are the housekeepers in the closed hotels and the families without options when public transit closes. Low-income workers who manage to save the money for groceries and reach the store may find empty shelves, left behind by panic shoppers with the resources for hoarding.?? With this being quoted here, am amazed why people do not or have not embraced Bernie Sanders in 2020.",Reader Picks,NY
"As an 87-year old, I would like to add that the elderly should be allowed a little freedom if they wear suitable masks (and possibly gloves). I would not go to a concert or the theatre, not because I am unwilling to face my maker but because I would (i) like to die in dignity, and (ii) would not like to be an unnecessary burden on an overtaxed health care system.",Reader Picks,Israel
"There was a famous National Lampoon cover showing a dog with a pistol pointed at its head. The caption was ""If you don't buy this magazine, we'll kill this dog"". Obviously this message was not lost on the airline execs who were probably teens when it first came out.",Reader Picks,NY
"Don?t we need a lot of people to become exposed, survive and then build up their immunity to stop the spread? Can?t we have certain people volunteer to get exposed to it, in order to become immune and start increasing the number of people that can go out and about to work, or to volunteer or whatever is needed? I understand first and foremost, our immediate goal is to protect our bravest and beloved healthcare professionals. But shouldn?t we soon start increasing the number of people who we know are immune(assuming of course that this means the can?t spread it at that point).. I?d volunteeer if it was determined I would have a very low chance of a dire outcome. I never get anything and have only had one cold in 10 years, have no heath problems, so I think I?d survive it....I agree with the idea that we can?t all stay home and kill our economy and stop living for months on end, we need a plan for phase 2.",Reader Picks,MN
"This proposal would require 50 million people aged 65 or older, plus medically vulnerable under 65, to go into isolation... for months. I can't imagine that political parties would risk the resentment of 50 million voters, a majority of which are republicans . And there is a reasonable question to ask about fairness--is it fair to put the whole burden of the pandemic and associated economic problems on the backs of retirees ?",Reader Picks,CA
"only if they start testing for the antibodies. so, with current testing, no.",Reader Picks,Ohio
"Every day I use Agile Scrum to manage projects at corporations; it?s based on empericism https://www.scrumguides.org/scrum-guide.html Three pillars uphold every implementation of empirical process control: transparency, inspection, and adaptation. If all of Washington was run using the scrum framework the virus in the US would be as controlled as Taiwan and Singapore, because everyone would have listened to science, studied what was working, and iterated after small failures. Dr. Katz ignores empiricism. He?s like a doctor who barely listens to patients and then writes a prescription (similar to our president). While Dr Katz agrees the current actions are helpful for the next 2 weeks to avoid contact (but he doesn?t see not everyone is following the guidelines), BUT then he says he already knows the answers for what to do next - just go back to work and focus on those already sick or at risk. Maybe he should look at Italy and the rest of Europe right now, so he can see what 2 weeks in the future might look like and continue to evaluate our US status ongoing and not jump to a conclusion already. So it?s great to have a hypothesis (guess) about what to do in 2 weeks (and I would be overjoyed if cases aren?t increasing then), let?s not set false expectations now. Practice: transparency, inspection, and adaptation.",Reader Picks,RI
"I agree that that medical and biological preparedness is just as important as preparedness for hurricanes and other localized disasters. FEMA was established to deal with the latter. Presently the US or the world, for that matter, does not have a mechanism to deal with the former. We cannot expect private medical institutions that depend on economic efficiency in order to thrive in a capitalistic system to set aside enough resources, at their own expense, to address a situation that may not materialize. It is the function of government to either have those resources available or to require others, as part of doing business to have the records available.",Reader Picks,MA
"Yes, Dr. Katz is a genius and his plan is the only way forward that makes any sense, thank you, Tom, for highlighting this!",Reader Picks,CO
no it does not require massive testing - we already know who the most vulnerable are: elderly and pre-existing conditions.,Reader Picks,NY
"Indeed. Any thought on not shutting everything and everybody for an indefinite period of time deserves attention, and that 'indefiniteness' is the mainstream opinion today, not unreasonably. Apparently, a selection based on who and why will not work in the most affected cities but there are large areas of US where measures as 'complete halt' may substantially backfire. Besides, we simply cannot allow our economy to come to a complete halt for a long period of time. That will amount to a death by other means, for all intents and purposes. If necessary, we would go out and about with gloves and masks. If that massive testing ever becomes so easy and available as predicted (and let us not bash the govt for this, as it is a formidable task), so people can at least be certain about their condition, then definitely the idea of shutting every one in must relax.",Reader Picks,MA
"As you point out, to responsibly embrace a herd immunity policy, we need to have confidence that those who have been infected and recovered are thereafter immune and no longer capable of infecting others. What do you know of whether the tests, such as there are, identify antibodies? If we were able to ascertain that many, many more have recovered from the disease than we had supposed, we?d be able, surely, to time wholesale economic re-engagement with confidence. It seems like we need to test everyone, symptomatic or not - to know not only who has it, but how many have already had it and have recovered.",Reader Picks,Washington
"Ha ha ha ha 'That means we would tell them to be respectful of others when coughing or sneezing, wash their hands regularly and if they feel sick to stay home and get over it' Neither you nor Katz seem to understand the human psyche much. Unless they're forced, they'll do nothing, they'll just carry on as usual, going to the parks, the beaches, their friends......getting infected and infecting everyone else. The current economic model is the problem.",Reader Picks,UK
"I think Friedman, and the prescriptions of David Katz, are spot on. The data need to be examined carefully and updated regularly as we learn more, but what seems to be overwhelmingly evident at this point, from the Diamond Princess cruise ship result, from Italian autopsy results, from the data coming from South Korea, Hong Kong, and Singapore, is that Coronavirus is extremely dangerous for the old and younger people with compromised immune systems or certain preexisting conditions. Those groups of people should be isolated and cared for and supported financially through this crisis. Younger healthy people need to keep the economy running. We need to expand testing dramatically, including the antibody testing to see who is immune, and to see more comprehensive data. But Friedman is right, we are very likely to do more long-term damage to America by shutting the economy down for too long than what is likely to be the impact from the Coronavirus.",Reader Picks,Washington
"The real question is what is the endgame here? In the beginning Dr Faucci and others were championing social distancing and quarantine as a means to bending and flattening the curve. But as states like NY and California increasingly begin to give up on testing for covid-19 except for those who are critically ill and who?s management might be altered by confirmation of disease, the numbers being collected are become meaningless. Ie. At this point how would we know if we are truly bending the curve or not? The chance for mitigation has come and gone due to the failures of the Trump administration. All we can do now is accept the fact that most Americans will become infected and that many will die and try to save the economy and local governments from complete collapse ruin.",Reader Picks,CA
We did have that expert exercise. It was called Crimson Contagion. It was performed in 2017 and showed us as ready for nothing. The outcome? Trump shut it down and downsized the relevant agency staff. He had zero interest.,Reader Picks,Colorado
"Narrowly focusing federal money to rapidly expand treatment facilities, respirators, drug treatments, protective equipment and supplies for health care workers and first responding personnel would address the loss of life very quickly. That should be the first priority. The Presidential must nationalize the supply chain to make these fully available quickly. Second, support unemployment insurance and small business assistance to protect workers and small businesses who are most likely to become desperate or insolvent quickly. The massive losses to our real economy from these people will easily sink the opportunities for big business to recover their revenues on their own. Third, avail big and small enterprises of loans to begin recovering when the emergency is past it's peak. The Republicans are salivating with the opportunity to enrich themselves by exploiting the country into giving vast amounts of taxpayer backed borrowed money to their private business supporters by holding back money needed now, and it's a disgrace. They are showing that even lives of people mean less to them than money and power.",Reader Picks,CA
"There are people not in the group of those thought to be most at risk who are becoming ill enough to require hospitalization. In the absence of the testing you advocate, which is not happening, would you have those people roll the dice with their lives?",Reader Picks,CA
"The talk is about flattening the curve. We are in that mode to reduce the strain our medical systems face. Slowing the speed at which the virus is transmitted is our only option for the immediate future. Pull out all the stops on supplying the needs demanded by the health care systems The curve that must increase exponentially is our knowledge about this virus. The information that is distributed by those in leadership roles has to be accurate to a fault. No more half baked ideas can be thrown out in an effort to placate the electorate. Many people are going to die. At 70 with an underlying condition, I could very well be one of them. Many more are going to survive and can not go on in a world that is locked down.",Reader Picks,OR
I just told my wife that I hope we go back to driving and boats around the world. Flying has become such a horrible experience that I don?t care if I never do it again.,Reader Picks,Canada
"This epidemic could very well be the straw that breaks the camel's back. Citizens, I think, will be balking at the high cost of their deductible they have to pay before their insurance covers them and if they compare their cost with what Europeans have to pay, there might finally be an insurance uprising. FINALLY.",Reader Picks,
"This is an excellent approach, especially to save the world economy from Depression. However, some with the cowboy mentality will find their way around the restrictions, i.e., ""no one is going to tell me what to do."" Trump has already encouraged non-compliance - depending on his daily mood - and all his followers will follow.",Reader Picks,SC
You and Dr. Katz are both failing to realize that the exponential curve of the virus's transmission applies to the margin of error. There is no such thing as a mitigated risk in this circumstance. Even a 1% error threshold results in complete failure. This is why any targetted approach that doesn't err on the side of being extremely aggressive will fail. We've already seen this in action: It's why every failure to-date has resulted in our current situation.,Reader Picks,NY
"It's unfair to say we care about money over people, as killing the economy has real impacts on real people. A overly slowed economy doesn't produce and delivery as much needed things, too. While the spiked curve is no joy, if we're all going to get it anyway, how good is all that medical intervention? What percent who get to the ventilator stage recover fully? The problem is we're all dealing with a novel virus, and so there's no clear path, but lots of motivation to press forward with various agendas that may or may not be productive.",Reader Picks,Washington
"The ideas presented in Friedman's piece are largely those of David Katz at Yale. Dr. Katz is a well-respected, thoughtful medical professional with directly applicable expertise in this area. To simply dismiss these ideas misses the point of Friedman's piece. He is clearly advocating for more expansive thinking about what the current response to the virus is doing to those who are vulnerable from a health perspective and those who are vulnerable from an economic perspective. Have we reached a point in our polarized society where we can't even explore different approaches to unparalleled problems?",Reader Picks,NY
"The best point here is see a light at the end of the tunnel. It is difficult to imagine months of seriously reduced economy and forced hibernation. Perhaps a one month prescription would do the trick better than two weeks, but we have to be able to see that end-the-tunnel light.",Reader Picks,Brazil
"There are two parts to this piece - an observation that we need to rethink the current total lockdown approach, and a discussion of some alternative approaches. The former should be a subject of the national discourse. We are facing some tough decisions and should apply a risk-management based approach. It needs to strike a balance between the economic harm - which is tangible, certain, and will likely be massive - and danger to people?s lives from the virus epidemic, which is currently based on projections and models fed by a small and incomplete data sets that makes them unreliable and spread all over the spectrum from minor to catastrophic. Medical professionals and epidemiological models, who are dominating the public attention, are focusing on saving lives endangered by infections. That is good, but it is only one aspect of the problem. Economy affects everybody, its prolonged disruption is certain to endanger the livelihood of many. We as a society need to discuss and prudently weigh the potential harm from each, and devise a considered balance between the two evils that will hurt less. Total lockdown is not that balance.",Reader Picks,CA
"Yeouch! Scorching-hot criticism. It fits and is thus highly defensible, but we all speak from our silo, don't we? Yours may be bigger, broader, and deeper than most, but all of them are limited. Above all, we want to make sure that we survive and thrive, if possible; then, and only then, can others crowd onto the island, but their visas are temporary: ""Only mine has no expiration date,"" says Everyman. Arguments are interminable. Don't billionaires have the right to their own money? But who needs all that cash? Answer: nobody; they just want it. Should we tax them out of existence? Would such maneuvers damage economic growth? Depends upon whom you ask. When people, weakened already, feel threatened, it gets ugly fast. Cf. the Korean War POWs: They devolved to the point where they had little or no regard for others; it was pretty much totally egocentric. Life was on the line, and they had no backup and little hope. Desperate people do desperate things. May desperation not spread with this virus!",Reader Picks,NM
"We do not yet know even if people develop permanent or even long-term immunity once infected and returned to health. Would getting infected a second time be worse or less severe? Rather than throw out a lot of potentially dangerous ideas, why not just say, ""everyone self-isolate as much as possible for two weeks, and then we will see what further information we have?"" Don't get expectations up, and then have to force compliance. Yet, don't say we know we will be shut down for 4 months or longer. We can watch China and see what happens there for the next 10 days. Too many ""experts"" are throwing out possibilities, when we need coordinated policy.",Reader Picks,Texas
Italy has the 2nd highest raited healthcare system in the world and they are overwhelmed. The USA ranks 37th. This will be a apocalypse.,Reader Picks,Florida
"Wait a moment Mary I am 84 in good health as measured by common medical indicators blood et al, I exercise very vigorously EVERY DAY 2000 fast repetition on a rubber band ,since these days I can no longer go rowing my dinghy on the Hudson as I used to do it in winter as well. My brain works well except frustrating lapses in short term memory. My current interests these day at home is reading European and Asian multi country newspapers to find out what?s going on outside. Now WHO is to decide I AM AN ELDERLY and should be treated accordingly.? Mr. Friedman your rationale makes sense STILL I would like your response t my question.",Reader Picks,CA
"A public health plan should be the first order of business not an eye toward quickly resuming the economy. Fixing the economy will take massive sequential stimulus on a parallel track with the medical issues but the economy can always be fixed whereas death can't. from The Guardian (UK version) ""What is the mortality rate of the new coronavirus? It is probably about or a bit less than 1%. Much higher figures have been flying about, but the chief medical officer, Chris Whitty, is one of those who believes it will prove to be 1% or lower. The World Health Organization?s director general, Dr Tedros Adhanom Ghebreyesus, talked of 3.4%, but his figure was calculated by dividing the number of deaths by the number of officially confirmed cases. We know there are many more mild cases that do not get to hospital and are not being counted, which would bring the mortality rate significantly down. Deaths are highest in the elderly, with very low rates among younger people, although medical staff who treat patients and get exposed to a lot of virus are thought to be more at risk. But even among the over-80s, 90% will recover."" Losing even 10% of those infected over 80 is unacceptable. The economy can wait.",Reader Picks,CA
"Appreciate your concerns, but the best way to keep the base of the economy ready to spring back to life is to put money in the hands of all the people laid off so they can eat and pay rent. We don't need to save bankers and cruise ship lines and airlines. If something called United Air Lines ceases to exist, all the planes and people who know how to fly them will still be there, and we can reorganize all of that into a functioning air travel system. hmmmm Maybe the employees could own the new airline company. Couldn't do worse than, let's say, Boeing. It's possible that an employee owned company would never have made the decision to build a plane as dangerous as the 737 Max 8, or keep fighting to keep it flying long after it is known to be fundamentally bad at flying.",Reader Picks,CA
"Yeah, sure, we'll probably do something like this. This is America. Americans won't stay in their houses for much more than another six weeks at most. And it would be great if we could quickly test and evaluate 250 million people for immunity. I doubt that we can do that. And if we had test kits and masks and ventilators, we wouldn't be in this crisis. But we didn't prepare for a pandemic before and there is no evidence that we have the leadership to manage a graceful, safe restart of normal social interaction in the future. But we will attempt it. If the death toll is high, we will accept it. The stock market will stabilize, Trump will claim credit, and we'll get another poll telling us that 55% of Americans approve of the way he has handled the crisis. Sigh.",Reader Picks,IL 
"Convincing argument but very much conditional on precisely determining to what extent people 18-40 are at risk of severe affliction and long term effects. Today, I heard from a friend that one of her HEALTHY 18 year old students has COVID and is rapidly deteriorating in a hospital in Connecticut. How fast can we run these studies? If rushed or ignored, we could be endangering the entire future workforce of the USA.",Reader Picks,DC
"This is an excellent article that offers a sound way forward. I have been a risk manager for many years. No one ever sets their risk tolerance to zero losses. That's true even when the unit of risk is a human life, possibly one's own, and the stakes cannot be higher. The basic standard needs to be ""the greatest good for the greatest number"" and we must recognise that at some level extreme economic dislocation will cause more suffering and death than Covid-19. We need to apply our very best judgement and expertise to chart a course through all the uncertainty to achieve the least worst outcome.",Reader Picks,OR
"The NYP-Columbia Chief of Surgery has written a letter about the current hospital situation that is unfolding. It's dire. Perhaps ask him and his colleagues what they think will happen if we tell the majority to go back to work/school in two weeks. I'd trust their in-the-trenches opinion over the ""experts"" cited in this article.",Reader Picks,NC
